"Target1","Target2","Target3","NTC1","NTC2","NTC3"
2123.81569574422,2039.27081629112,1880.21073329946,1785.39461169023,1875.80888664424,1684.46917984211
2468.50113995947,1955.38868357974,2348.17859431316,1766.89362535772,2075.37355789893,2120.60323730876
1957.25544000705,2446.73618147196,1651.65885115021,2310.82646584635,2402.54857055812,2008.96905839323
2072.6462597674,2168.41784887986,2408.7165413118,1983.44976447556,1927.83629987843,2169.6228050815
2028.55184130581,1638.70682165308,1904.88163302992,2002.09314132406,1857.22089422893,1694.18189917913
2246.93296621195,2074.53589080066,2035.0355680626,2357.85121250197,1596.31433383503,1987.98980853264
2237.01627440244,2268.52106965717,2098.29941847517,2201.39480855133,2057.76834184349,1861.27516474476
1880.77415477239,1943.39696477074,1744.04482094975,1861.18384803022,1837.63569739232,2088.04587552353
2171.94461522179,1865.84358507364,2463.91837101005,1644.65439416864,2032.7324000979,2147.97593990647
1920.73207801713,1747.32296372324,2142.25733726245,2055.51618657035,2132.85978449941,2011.77705712314
1786.10462812943,2140.76378343352,2056.56342203815,1889.6384996197,1937.67251690153,2176.22352759143
2267.15074768521,2007.860730017,2121.3464966266,2274.30005218982,1867.79762231259,2155.88716795309
1642.45482068224,2058.76634759094,1755.08877115866,1995.49494723763,2122.66619099293,2382.35399165723
2187.15127862193,2186.29983574432,1652.15178928301,2236.96020233204,2033.76422460258,1406.47040596998
2346.87720074392,1999.69141203686,1828.19284026153,1842.7476881823,2216.43151643505,2090.75421423721
1736.36042162862,2414.16626839531,1290.42657336384,1652.48741280725,1979.02733817979,1724.19248206461
1995.08346376987,2335.23299133364,1811.31454316808,1827.23207526709,2281.47485906866,1886.11350739584
1730.27092321535,2010.56926323613,2067.85499567054,2397.85524513228,1873.36499559873,2408.19973098448
2346.25124033216,2144.85034998208,1765.94329388285,2074.56207381479,2004.49954073612,2111.66489766674
2116.45969184028,2126.25577050358,2217.18357658742,2089.50482610642,1841.48646789233,1875.39532292689
1920.7607250006,2179.85941316493,2089.13517667823,1965.76299938822,1700.94439376806,2271.19345123375
1947.8652732425,1975.37048782172,1765.18883779936,1956.40819981233,2135.58928911927,2060.62660996268
1843.9344028736,1936.78283743344,1890.38995366565,2358.79638331315,2501.51246585783,2297.66750806468
2281.16535383902,2274.6725557785,1652.54968668109,2053.15648529556,1940.16772969102,2364.97334717592
2089.46255413931,2104.2688177805,2184.47933505997,1862.7501087052,2139.84321354235,2199.83447652028
2039.07846522632,1973.69938689608,1933.44413370979,2186.07517214292,2140.45113847698,2036.99271446094
1865.72552134117,1957.48123849161,2103.49535816655,2286.5858423192,1959.15621622374,2126.7814047547
2021.84102808782,2270.96239405681,1919.70982928999,1713.9150035888,2222.29811506889,2110.82738735827
2260.54539439409,2134.0207255478,2021.7902433686,2106.00597610662,2136.44124878818,1815.41290697344
1777.24211666258,1883.98115916641,1836.25215167042,2299.3031013942,2412.15744605917,2371.05314320068
1987.17942424359,1664.65597751819,1973.79521357531,2043.47106921338,1349.82452579421,1919.95533487237
1963.35903271354,1829.71018585868,2200.39553876751,2033.15427006142,1746.45056146457,2664.58669542678
2283.84546392713,1927.85691667903,2084.25221108525,1509.18190765355,1923.8869534642,1774.32375990869
1670.16449718145,1576.66385320633,2083.29755677027,1906.59487608024,2056.2478336053,1833.18716130805
2491.48436657113,1644.20151330598,1952.44019172846,1656.73007003002,1587.01716449143,1970.58095424751
1942.34320264364,1927.92433391991,1678.49742674285,2067.11122317327,2407.21802572977,1938.7349293927
2010.44915861393,2213.51960170717,1531.45255801725,2341.44236538353,1929.68129854968,2038.00629790783
2384.72695170748,1729.9767691601,1522.14093599988,1915.01053995926,1935.15261456944,2144.14945918409
2021.13309168261,2053.78359357993,2140.66800873853,2082.05424611511,2162.03198175404,1422.39413097061
1860.07508154901,2015.36544144737,1961.12721653258,1831.5333439481,1605.77602384632,2246.63305098008
1862.30576595468,2148.87501485628,1619.56308819978,1888.9159870063,2372.924021087,2064.19878916364
1968.76412870318,2025.81965158587,2132.69009499419,1657.7418724629,2154.84935501642,1744.35769814774
1928.7756879559,1807.35232627045,1955.7102394049,2454.48288319534,2037.1643425038,2215.93365560445
1817.93581815895,1900.44563279425,1417.86959498875,1674.44486948725,1913.71852174876,2051.44484532398
1739.11177144939,1497.31291704142,2198.87786839629,2431.67929114253,1971.01586086326,2230.41008984623
2203.27190907496,1816.80147590777,1826.33730758334,2109.07618484498,2435.32927769864,2453.69632394172
2674.75682386195,2137.44498540198,2033.46940061554,2354.17832263136,1748.37394876486,1801.2908526878
2364.76213269295,1684.08333075572,1735.06689276819,2031.91769288274,1981.79606437311,2346.88538211841
1837.88945985507,2446.69113658031,2019.58390954341,1828.75146260188,1725.73413086557,1990.44419530443
2175.26003768135,2118.96167400729,2138.74849447127,1971.84797837332,1537.71467356481,1765.13768194951
2447.77457298102,2441.50360875305,2305.33425688042,1824.19332040297,2400.72288183446,1695.70149866469
