"Target1","Target2","Target3","NTC1","NTC2","NTC3"
1956.38447628853,2156.39873475937,1932.51402897888,1841.55038697852,2246.24094118559,1751.99201034339
1930.87707802911,2256.1509768635,1998.22487052825,1837.51640099239,1729.38062746552,2348.33032215708
1886.31813239459,1951.65415610751,2147.77787950501,1728.86105564156,2266.8497671544,2255.37400994553
2267.1681041027,2045.65305082913,1770.66525167134,2020.56636214218,2105.15010589064,2006.31652275725
1869.85323082846,1950.55207677559,1734.29921832124,1823.06417620154,2210.02649131424,1980.30043401879
1868.26440417709,1984.75045371346,2182.08429896918,2552.91300291145,1861.49588431148,2135.15278237791
1708.82245942305,1860.27624194011,2222.61903609548,2094.41665903358,2356.87488583179,2355.1706563703
1973.92864190792,1918.3079263443,1624.46797833517,1873.45592577973,1706.22313470545,2124.9940358136
2463.71427585723,2317.01374056335,1906.58231343353,2158.0149356899,2066.46000854575,2271.51621862473
1604.03944262026,1808.18780748848,2252.46781274486,1865.54952147099,1723.01045695561,2060.4183071231
1733.17392506709,1982.41119355676,2278.06106713593,2184.25550601238,2357.63985030597,2162.21419447306
2147.07278186925,1959.90009995672,1748.53462866475,1475.00685448625,2017.04126455645,2190.92807894166
1853.53661019503,2524.13982351653,1819.16882205867,2230.23667384464,2097.77705607343,2487.60591112496
2307.52876828437,2030.44686593975,2065.83582442151,1767.96686531081,1896.32732138412,1996.94075039273
1727.46359233355,1862.17570500629,2007.87537391646,1692.29693220309,1392.32323192058,2609.17442285379
1638.94959233709,2373.41159210393,1762.38403099001,2140.45165601909,1927.53844647684,2247.72457368779
1676.41711835852,2386.57997914658,2427.04164694689,2448.26994959317,1785.8629170516,2037.74225252473
2019.89623359082,1668.05860523559,1754.62860396969,2068.22217423363,2227.51422445996,2363.90977378821
1968.32106596869,2270.36029893897,1929.5599864833,2092.65461637227,1884.88967392445,2006.23425333019
1632.20717985435,2129.86462260663,2327.81514002824,1522.3008229529,2125.98336770238,2017.14644769783
2290.02892993175,2048.87173446478,1844.46872865285,2228.72661043014,2063.7432070348,2207.48305755501
1986.89612438684,1744.63000759433,2706.7387884646,1979.76843194839,1862.5123521335,2282.70200243734
2331.20898973888,1705.85374083878,1851.92251630284,1697.18044399008,2149.19370313415,2311.05629302182
1859.19351837614,2152.83892704785,2113.01850103453,1801.24743064682,1978.38168781621,1682.67223985368
1974.2300453642,1986.08888783966,1938.20200412328,2068.81361480377,2051.15127521922,2044.55145704286
2000.91186548102,2093.9263494034,1757.75079322759,2155.60155319362,1938.56875793525,1853.82700129941
1791.806692576,1869.28624296619,1885.98594226542,1979.84403023676,1946.93997829389,2246.4009144969
1578.64995503284,2405.04367522743,1846.98173548307,1693.68824697467,2300.7819479745,2038.48756628852
2205.77836954725,1834.13943864474,1940.55954670213,1843.03444845983,1521.93393292721,2397.90819573835
2281.00203790853,1861.29861293376,2349.17070476972,2273.68468090905,2067.43213772559,1986.80536144106
1949.37322888847,2333.05425379907,1966.53619231216,1700.99372704409,1756.08293142572,2192.15827594709
1536.11769529459,1863.97368268039,2173.21888521815,1953.51443507074,2145.73208361088,2170.96469209512
2131.3489382039,2132.58240489921,2142.64629674785,1921.80915392586,2051.64162027406,2209.90397807813
1993.41431449215,2068.89333979745,2269.07173051553,1915.39683756889,1903.79199938224,1911.59145682092
2313.34691484901,2156.8041539402,2217.35016005024,1690.64651493127,2199.88096042788,2186.74878101505
1952.09692464443,2073.33536496456,1834.79135519383,2408.0493923405,2084.2202120154,2114.50520799661
2114.34226085234,1880.51349591919,1901.07046062134,1717.97080855705,1944.55205089285,2541.07530416309
2114.20572466485,1862.98922334746,2492.22650189441,1766.92650850079,1942.30760289599,2019.81637805191
2372.6074820239,1945.55077043237,2108.27004281783,2417.27964296966,1965.63537059208,1995.01388472342
